,genre_ids,id,language,title,overview,popularity,release_date,vote_average,vote_count,release_month,release_year,genre
3267,"[28, 80, 53, 18]",10428,en,Hackers,"Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.",6.1654,1995-09-14,6.362,1334,September,1995,Action+Crime+Drama+Thriller
3268,"[16, 878, 28, 18]",18491,ja,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,"SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity. An alternate ending to the television series ""Neon Genesis Evangelion"", which aired from 1995 to 1996 and whose final two episodes were controversial for their atypically abstract direction.",6.5603,1997-07-19,8.28,1672,July,1997,Action+Animation+Drama+Science Fiction
3269,"[53, 28, 9648]",59965,en,Abduction,"For many years, Nathan Harper has had the uneasy feeling that life with his family isn't quite what it seems. As he draws closer to uncovering the truth, he is hunted by assassins, forcing him to flee with his neighbor, Karen, the only person he can trust.",7.1717,2011-09-22,5.859,2900,September,2011,Action+Mystery+Thriller
3271,"[18, 10749, 35]",1370954,zh,"死后才知,我竟是京圈太子白月光","""Only after death did I find out that I was Bai Yueguang, the prince of the Beijing circle.""  Shen Xiwei, only child of the chairman of the Yunshui Group, was in love with Pei Yunxiao, her driver's son. Shen Xiwei's dad passes away suddenly, and in hopes of marrying Pei Yunxiao, she transfers all she inherited to him. Pei Yunxiao and his girlfriend, Meng Qingran, infect Shen Xiwei, and as she's in her death bed, they refuse to help her. They leave Shen Xiwei to die, and in her last moments, she finds out that the only person who loved her was Zhao Tingshen, the prince of the Beijing circle.  She vows that, if she gets a second chance, she'll learn from her mistakes. Zhao Tingshen swears to protect her in another life, and that he'll be there to love her.  Shen Xiwei is reborn as the girl she was 10 years before passing, in her last year of university, and she'll do everything to unmask Pei Yunxiao and Meng Qingran and find her true happiness with Zhao Tingshen.",5.6687,,0.0,0,,0,Comedy+Drama+Romance
3272,"[18, 53, 35]",265195,es,Relatos salvajes,"Injustice and the demands of the world can cause stress for many people. Some of them, however, explode. This includes a waitress serving a grouchy loan shark, an altercation between two motorists, an ill-fated wedding reception, and a wealthy businessman who tries to buy his family out of trouble.",6.0749,2014-08-21,7.87,3477,August,2014,Comedy+Drama+Thriller
3273,"[35, 10749]",19900,en,Weather Girl,"Succumbing to the stresses of her personal and professional lives, Sylvia, a Seattle morning show weather forecaster, has a meltdown live on-air. Now, unemployed, lacking career prospects, and with a mess of a romantic life, she moves in with her little brother. She must learn how to cope with being 35-years-old and unfortunately famous for melting down on live television.",5.9158,2009-07-10,5.6,64,July,2009,Comedy+Romance
3274,"[35, 10751]",36568,en,Paulie,"Paulie, a talking parrot, recounts his travels looking for his original owner to a Russian janitor who helps him to the end of his journey.",8.4814,1998-04-17,6.854,480,April,1998,Comedy+Family
3275,"[28, 80, 14]",414,en,Batman Forever,Batman must battle a disfigured district attorney and a disgruntled former employee with help from an amorous psychologist and a young circus acrobat.,5.9737,1995-06-16,5.437,5263,June,1995,Action+Crime+Fantasy
3276,"[28, 53, 12, 80]",326,en,Snakes on a Plane,"FBI agent Neville Flynn boards a flight from Honolulu, Hawaii to Los Angeles, escorting a key witness to testify against a mob boss at an upcoming trial. An on-board assassin releases a crate full of hundreds of deadly venomous snakes in an attempt to eliminate the witness. Flynn and a host of frightened passengers and crew must band together to survive the slithery threat.",6.8089,2006-08-17,5.459,1817,August,2006,Action+Adventure+Crime+Thriller
3279,[28],1049948,en,Vikings: Battle of Heirs,"A young Viking must come to terms with the realization that he may be the King's son, who was switched at birth, but not before others try to take his rightful place.",6.3016,2023-04-28,5.962,52,April,2023,Action
3282,[18],1302017,tl,Uhaw,A wife learns that her husband who's in coma had an affair. She confronts the other woman but instead finds solace in her. She then realizes she's falling for her husband's mistress.,6.3888,2024-09-13,5.0,2,September,2024,Drama
3283,"[28, 35, 878]",2614,en,Innerspace,"Test pilot Tuck Pendleton volunteers to test a special vessel for a miniaturization experiment. Accidentally injected into a neurotic hypochondriac, Jack Putter, Tuck must convince Jack to find his ex-girlfriend, Lydia Maxwell, to help him extract Tuck and his ship and re-enlarge them before his oxygen runs out.",7.1297,1987-07-01,6.824,1276,July,1987,Action+Comedy+Science Fiction
3285,"[10751, 35, 10749, 18]",9530,en,RV,"Climbing aboard their mammoth recreational vehicle for a cross-country road trip to the Colorado Rockies, the Munro family – led by dysfunctional patriarch, Bob – prepares for the adventure of a lifetime. But spending two weeks together in one seriously small space has a way of cramping their style.",6.8527,2006-04-28,5.869,1696,April,2006,Comedy+Drama+Family+Romance
3286,"[16, 35, 10751, 10749]",609271,en,Under the Boardwalk,"Two crabs embark on an epic journey to get home after a storm sweeps them away. Their courage soon unites their families, paving the way for great summers to come.",7.1264,2023-10-27,7.134,86,October,2023,Animation+Comedy+Family+Romance
3287,"[18, 10749]",814338,en,Lady Chatterley's Lover,Unhappily married aristocrat Lady Chatterley begins a torrid affair — and falls deeply in love — with the gamekeeper on her husband's country estate.,6.6098,2022-11-22,6.659,444,November,2022,Drama+Romance
3288,"[35, 10749]",1581,en,The Holiday,"Two women, one American and one British, swap homes at Christmastime following bad breakups. Each woman finds romance with a local man but realizes that the imminent return home may end the relationship.",5.7863,2006-12-05,7.093,5260,December,2006,Comedy+Romance
3289,[27],1176128,en,Santa Isn't Real,"After suffering a brutal attack on Christmas Eve, Nikki struggles to convince her friends that the assailant was none other than Ol' Kris Kringle. When Santa returns to terrorize the group in their remote cabin the next Christmas, Nikki and her friends must overcome disbelief as they fight to stay alive.",6.2085,2023-12-08,6.7,9,December,2023,Horror
3290,[],457697,en,XXXXXXX,"A tarot card reading as a starting point.  A disruptive relationship as a point.  Translation of the cards' symbols to a joint. Of the domestic exploration for finding my voice.",7.588,2016-09-01,6.9,8,September,2016,
3292,[18],1262725,nl,Milano,"Alain raises his deaf son Milano alone and wants to give him a better life than he has, but despite the best intentions, his failure becomes apparent. Their father-son relationship comes under pressure when Milano wants to meet his biological mother.",6.9062,2024-11-06,6.2,4,November,2024,Drama
3293,[35],904804,en,The Foul,"Some thing has to do something about all that dog sh*t. This is a corporate public information film about the necessity of cleaning up after your dog. Come on guys, just pick up the poop.",5.4357,2021-11-02,0.0,0,November,2021,Comedy
3294,[99],847603,en,Star Spangled Salesman,A collection of television celebrities pitch United States Savings bonds.,5.899,1968-02-09,6.0,1,February,1968,Documentary
3295,"[18, 10749]",568059,fr,Dortoir des grandes,"Story about a girl who, tired of her step-mother and her step-mothers gigolo, goes to a boarding-school and falls in love with the woman who runs it. Fanette, the woman who runs the boarding school is strict and Juliette finds she loves the strictness. She loves to be spanked..",5.6083,1984-01-01,2.5,2,January,1984,Drama+Romance
3297,"[53, 10749, 12]",429300,en,Adrift,"Tami Oldham and Richard Sharp couldn't anticipate that they would be sailing directly into one of the most catastrophic hurricanes in recorded history. In the aftermath of the storm, Tami awakens to find Richard badly injured and their boat in ruins. With no hope of rescue, Tami must now find the strength and determination to save herself and the only man she has ever loved.",5.9943,2018-05-31,6.841,2613,May,2018,Adventure+Romance+Thriller
3298,[27],496151,en,The Cleaning Lady,A burn-victim maid grows a twisted obsession for a woman whose apartment she cleans.,5.29,2016-10-21,6.6,9,October,2016,Horror
3300,[18],599,en,Sunset Boulevard,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,6.574,1950-08-10,8.295,2669,August,1950,Drama
3301,"[16, 28, 878, 12, 14]",618344,en,Justice League Dark: Apokolips War,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",6.5739,2020-05-05,8.222,1488,May,2020,Action+Adventure+Animation+Fantasy+Science Fiction
3304,"[53, 18]",758679,en,Mothers' Instinct,"Housewives Alice and Celine are best friends and neighbours who seem to have it all. However, when a tragic accident shatters the harmony of their lives, guilt, suspicion and paranoia begin to unravel their sisterly bond.",6.5687,2024-01-11,6.915,484,January,2024,Drama+Thriller
3306,"[28, 12, 80, 878, 53]",5550,en,RoboCop 3,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, RoboCop must decide where his loyalties lie.",6.5669,1993-01-21,4.852,1320,January,1993,Action+Adventure+Crime+Science Fiction+Thriller
3307,"[80, 18]",8923,en,Green Street Hooligans,"After being wrongfully expelled from Harvard University, American Matt Buckner flees to his sister's home in England. Once there, he is befriended by her charming and dangerous brother-in-law, Pete Dunham, and introduced to the underworld of British football hooliganism. Matt learns to stand his ground through a friendship that develops against the backdrop of this secret and often violent world. 'Green Street Hooligans' is a story of loyalty, trust and the sometimes brutal consequences of living close to the edge.",6.5662,2005-09-09,7.267,2406,September,2005,Crime+Drama
